_id,name_en,name_fr,name_de,name_es,name_it,name_jp,game,armor_type,hunter_rank,village_stars,dlc_event,gender,hunter_type,rarity,num_slots,defense,max_defense,fire_res,water_res,thunder_res,ice_res,dragon_res,price
400,Dark Ukanlos Mask,Masq. Ukanlos sombre,SchwarzUkanlosMaske,Máscara Ukanlos Osc.,MascheraUkanlosScuro,,0,0,9,10,,0,0,10,2,100,,-4,3,-2,5,0,
401,Dark Ukanlos Fangs,Crocs Ukanlos sombre,SchwrzUkanlosReißzhn,Colm. Ukanlos Osc.,ArtigliUkanlosScuro,,0,0,9,10,,0,0,10,2,50,,-2,5,0,6,1,
402,Melahoa Flower Hat Z,Coif Fleur Melahoa Z,Melahoa-Blumenhut Z,Somb. Flores Melah.Z,Capp.FioreMelahoa Z,,0,0,7,10,,0,0,10,3,78,,0,1,1,0,0,
403,Melahoa Bloom Z,Fleur Melahoa Z,Melahoa-Blüte Z,Flor Melahoa Z,Fiore Melahoa Z,,0,0,7,10,,0,0,10,2,38,,0,2,1,0,0,
404,Makluva Hood Z,Capuchon Makluva Z,Makluva-Kapuze Z,Capucha de Makluva Z,Cappuccio Makluva Z,,0,0,7,10,,0,0,10,2,82,,0,2,-2,0,0,
405,Makluva Gills Z,Branchies Makluva Z,Makluva-Kiemen Z,Agallas de Makluva Z,Branchie Makluva Z,,0,0,7,10,,0,0,10,2,42,,0,3,-1,0,0,
406,Rathian Heart Helm Z,Casq. cœur Rathian Z,Rathianherz-Helm Z,Casco Cor. Rathian Z,Elmo Rathian Cuore Z,,0,0,8,10,,0,0,10,2,92,,2,0,-2,0,-4,
407,Rathian Heart Cap Z,Heaum cœur Rat hian Z,Rathianherz-Kappe Z,Gorro Cor. Rathian Z,Cap. Rathian Cuore Z,,0,0,8,10,,0,0,10,3,46,,4,2,0,2,-2,
408,Rathalos Soul Helm Z,Casque âme Rathal. Z,Rathalosseelen-HelmZ,Casco Alma Rathlos Z,Elmo Rathal. Anima Z,,0,0,8,10,,0,0,10,2,94,,2,-1,2,0,-4,
409,Rathalos Soul Cap Z,Heaume âme Rathal. Z,RathalosseelenKappeZ,Gorro Alma Rathlos Z,Cap. Rathal. Anima Z,,0,0,8,10,,0,0,10,3,48,,4,2,5,1,-2,
410,Golden Moon Helm Z,Casque Lune dorée Z,Goldmond-Helm Z,Casco Luna Dorada Z,Elmo Luna Dorata Z,,0,0,9,10,,0,0,10,2,96,,2,0,-2,0,1,
411,Golden Moon Cap Z,Heaume Lune dorée Z,Goldmond-Kappe Z,Gorro Luna Dorada Z,Cap. Luna Dorata Z,,0,0,9,10,,0,0,10,2,48,,4,2,0,1,2,
412,Silver Sol Helm Z,Casque Sol argenté Z,Silbersonnen-Helm Z,Casco Sol Plateado Z,Elmo Sole Argent. Z,,0,0,9,10,,0,0,10,2,98,,2,-1,-1,0,1,
413,Silver Sol Cap Z,Heaume Sol argenté Z,Silbersonnen-Kappe Z,Gorro Sol Plateado Z,Cap. Sole Argent. Z,,0,0,9,10,,0,0,10,2,50,,4,2,1,1,2,
414,Auroros Helm Goku,Casque Auroros Goku,Auroros-Helm Goku,Casco Auroros Goku,Elmo Auroros Goku,,0,0,8,10,,1,0,10,3,98,,-2,2,0,2,-4,
415,GenesisHeadpieceGoku,Coiffe Genesis Goku,Genesis-Haube Goku,Casco Génesis Goku,CopricapoGenesisGoku,,0,0,8,10,,1,0,10,3,50,,1,3,2,3,-2,
416,Borealis Crown Goku,Cour. Borealis Goku,Borealis-Krone Goku,Corona boreal Goku,Corona Borealis Goku,,0,0,8,10,,2,0,10,3,98,,-2,2,0,2,-4,
417,Glyph Crown Goku,Couronne Glyph Goku,Glyph-Krone Goku,Cornoa Glyph Goku,Corona Glifo Goku,,0,0,8,10,,2,0,10,3,50,,1,3,2,3,-2,
418,Fatalis Head Z,Tête de Fatalis Z,Fatalis-Haupt Z,Cabeza Fatalis Z,Testa di Fatalis Z,,0,0,9,10,,0,0,10,2,103,,0,2,2,2,-5,
419,Fatalis Face Z,Gueule de Fatalis Z,Fatalis-Gesicht Z,Cara Fatalis Z,Faccia di Fatalis Z,,0,0,9,10,,0,0,10,2,53,,2,4,4,3,-2,
420,White Fatalis Head Z,Tête Fatalis blanc Z,WeißerFatalisKopf Z,Cabeza Fatalis Bl.Z,TestaFatalisBian. Z,,0,0,9,10,,0,0,10,3,104,,0,2,2,2,-5,
421,White Fatalis Face Z,Gueule Fatalis blc Z,WeißFatalisGesichtZ,Cara Fatalis Bl. Z,FacciaFatalisBian. Z,,0,0,9,10,,0,0,10,2,54,,2,4,4,3,-2,
422,Ambitious Piercing,Piercing ambitieux,Ambitions-Piercing,Piercing Ambicioso,Orecchino ambizioso,,0,0,9,10,,0,0,10,0,0,,0,0,0,0,0,
423,Sword Saint Piercing,Piercing fine lame,SchwertheiligenPierc,Piercing de Espada,Orecchino S. Spada,,0,0,6,6,,0,0,5,0,0,,0,0,0,0,0,
424,Hawkeye Piercing,Piercing Œil faucon,Adlerauge-Piercing,Piercing Ojo Halcón,PiercingOcchioFalco,,0,0,1,9,,0,0,10,0,0,,0,0,0,0,0,
425,Barrage Piercing,Piercing barrage,Sperrfeuer-Piercing,Piercing Artillería,Orecch. Sbarramento,,0,0,5,5,,0,0,5,0,0,,0,0,0,0,0,
426,Mafumofu Jacket,Gilet Mafumofu,Mafumofu-Jacke,Chaqueta Mafumofu,Giacca Mafumofu,,0,1,1,1,,0,0,1,0,1,,0,0,0,3,0,
427,Leather Armor,Armure de cuir,Lederrüstung,Armadura de Cuero,Armatura di Cuoio,,0,1,1,1,,0,0,1,0,2,,2,0,0,0,0,
428,Chain Mail,Cotte de mailles,Kettenpanzer,Cota de Malla,Cotta di Maglia,,0,1,1,1,,0,0,1,0,4,,2,2,-2,1,0,
429,Hunter's Mail,Cotte de chasseur,Jägerpanzer,Malla de Cazador,Cotta da Cacciatore,,0,1,1,1,,0,1,1,0,8,,0,0,-4,0,0,
430,Hunter's Vest,Tunique de chasseur,Jägerweste,Chaleco de Cazador,Pettorina Cacciatore,,0,1,1,1,,0,2,1,0,6,,2,2,-2,2,0,
431,Bone Mail,Cotte d'os,Knochenpanzer,Malla de Hueso,Cotta d’Osso,,0,1,1,1,,0,1,2,0,14,,2,2,-2,-2,-2,
432,Bone Vest,Tunique d'os,Knochenweste,Chaleco de Hueso,Pettorina d’Osso,,0,1,1,1,,0,2,2,0,8,,5,5,0,-1,0,
433,Giaprey Mail,Cotte Giaprey,Giaprey-Panzer,Malla de Giaprey,Cotta di Giaprey,,0,1,1,2,,0,1,2,1,16,,0,1,1,3,-1,
434,Giaprey Vest,Tunique Giaprey,Giaprey-Weste,Chaleco de Giaprey,Pettorina di Giaprey,,0,1,1,2,,0,2,2,1,8,,1,3,3,4,0,
435,Battle Mail,Cotte de combat,Kampfpanzer,Malla de Combate,Cotta da Battaglia,,0,1,1,2,,0,1,2,0,16,,2,-2,-2,-1,0,
436,Battle Vest,Tunique de combat,Kampfweste,Chaleco de Combate,Pettorina Battaglia,,0,1,1,2,,0,2,2,0,10,,4,0,0,0,2,
437,Velociprey Mail,Cotte Velociprey,Velociprey-Panzer,Malla de Velociprey,Cotta Velociprey,,0,1,1,2,,0,1,2,0,20,,1,1,1,1,-1,
438,Velociprey Vest,Tunique Velociprey,Velociprey-Weste,Chaleco Velociprey,Pettorina Velociprey,,0,1,1,2,,0,2,2,0,10,,3,3,3,1,0,
439,Vespoid Mail,Cotte Vespoid,Vespoid-Panzer,Malla de Vespoid,Cotta Vespoid,,0,1,1,1,,0,1,3,0,20,,-6,-5,2,-4,2,
440,Vespoid Vest,Tunique Vespoid,Vespoid-Weste,Chaleco de Vespoid,Pettorina Vespoid,,0,1,1,1,,0,2,3,0,10,,-5,-4,5,-3,2,
441,Hi-Metal Mail,Cotte haut-métal,Hochmetall-Panzer,Malla de Megametal,Cotta Hi-Metal,,0,1,1,2,,0,1,3,1,20,,-2,-2,3,-1,0,
442,Hi-Metal Vest,Tunique haut-métal,Hochmetall-Weste,Chaleco de Megametal,Pettorina Hi-Metal,,0,1,1,2,,0,2,3,1,10,,0,0,5,0,0,
443,Hornet Mail,Cotte Hornet,Hornissen-Panzer,Malla de Hornet.,Cotta Hornet,,0,1,1,2,,0,1,3,1,22,,-6,-1,-5,-5,2,
444,Hornet Vest,Tunique Hornet,Hornissen-Weste,Chaleco de Hornet.,Pettorina Hornet,,0,1,1,2,,0,2,3,1,11,,-5,2,-3,-4,3,
445,Genprey Mail,Cotte Genprey,Genprey-Panzer,Malla de Genprey,Cotta Genprey,,0,1,1,2,,0,1,3,0,22,,2,-2,3,-2,-1,
446,Genprey Vest,Tunique Genprey,Genprey-Weste,Chaleco de Genprey,Pettorina Genprey,,0,1,1,2,,0,2,3,0,11,,4,0,5,0,0,
447,Steel Mail,Cotte d'acier,Stahlpanzer,Malla de acero,Cotta d’Acciaio,,0,1,1,3,,0,1,3,0,24,,2,2,-2,0,0,
448,Ioprey Mail,Cotte Ioprey,Ioprey-Panzer,Malla de Ioprey,Cotta Ioprey,,0,1,1,3,,0,1,3,0,24,,3,2,-2,1,-1,
449,Ioprey Vest,Tunique Ioprey,Ioprey-Weste,Chaleco de Ioprey,Pettorina Ioprey,,0,1,1,3,,0,2,3,0,12,,4,3,0,2,0,
450,Kut-Ku Mail,Cotte Kut-Ku,Kut-Ku-Panzer,Malla de Kut-Ku,Cotta Kut-Ku,,0,1,1,2,,0,1,3,1,24,,2,-2,0,-2,-1,
451,Kut-Ku Vest,Tunique Kut-Ku,Kut-Ku-Weste,Chaleco de Kut-Ku,Pettorina Kut-Ku,,0,1,1,2,,0,2,3,1,12,,5,1,3,-1,0,
452,Cephalos Mail,Cotte Cephalos,Cephalos-Panzer,Malla de Cephalos,Cotta Cephalos,,0,1,1,2,,0,1,3,1,28,,-3,2,-4,2,0,
453,Cephalos Vest,Tunique Cephalos,Cephalos-Weste,Chaleco de Cephalos,Pettorina Cephalos,,0,1,1,2,,0,2,3,1,16,,-1,5,-2,3,1,
454,Conga Mail,Cotte Conga,Conga-Panzer,Malla de Conga,Cotta di Conga,,0,1,1,2,,0,1,3,0,28,,-3,2,2,-1,0,
455,Conga Vest,Tunique Conga,Conga-Weste,Chaleco de Conga,Pettorina di Conga,,0,1,1,2,,0,2,3,0,16,,-1,4,4,0,1,
456,Gypceros Mail,Cotte Gypceros,Gypceros-Panzer,Malla de Gypceros,Cotta Gypceros,,0,1,1,3,,0,1,3,1,30,,-4,1,4,1,0,
457,Gypceros Vest,Tunique Gypceros,Gypceros-Weste,Chaleco de Gypceros,Pettorina Gypceros,,0,1,1,3,,0,2,3,1,16,,-1,4,6,3,0,
458,Khezu Mail,Cotte Khezu,Khezu-Panzer,Malla de Khezu,Cotta Khezu,,0,1,1,3,,0,1,3,1,32,,-3,3,4,1,0,
459,Khezu Vest,Tunique Khezu,Khezu-Weste,Chaleco de Khezu,Pettorina Khezu,,0,1,1,3,,0,2,3,1,16,,-1,5,6,2,0,
460,Hermitaur Mail,Cotte Hermitaur,Hermitaur-Panzer,Malla de Hermitaur,Cotta Hermitaur,,0,1,1,3,,0,1,3,1,32,,-3,3,-4,0,1,
461,Hermitaur Vest,Tunique Hermitaur,Hermitaur-Weste,Chaleco de Hermitaur,Pettorina Hermitaur,,0,1,1,3,,0,2,3,1,16,,-1,5,-2,1,2,
462,Plesioth Mail,Cotte Plesioth,Plesioth-Panzer,Malla de Plesioth,Cotta Plesioth,,0,1,1,3,,0,1,3,1,34,,-4,4,-4,2,0,
463,Plesioth Vest,Tunique Plesioth,Plesioth-Weste,Chaleco de Plesioth,Pettorina Plesioth,,0,1,1,3,,0,2,3,1,17,,-2,6,-2,3,1,
464,Lobster Mail,Cotte homard,Hummer-Panzer,Malla de Langosta,Cotta Aragosta,,0,1,1,3,,0,1,3,1,34,,-2,6,-6,2,-2,
465,Lobster Vest,Tunique homard,Hummer-Weste,Chaleco de Langosta,Pettorina Aragosta,,0,1,1,3,,0,2,3,1,17,,0,6,-5,3,0,
466,Kut-Ku Mail D,Cotte Kut-Ku D,Kut-Ku-Panzer D,Malla de Kut-Ku D,Cotta Kut-Ku D,,0,1,1,3,,0,1,3,1,22,,2,-2,0,-2,-1,
467,Kut-Ku Vest D,Tunique Kut-Ku D,Kut-Ku-Weste D,Chaleco de Kut-Ku D,Pettorina Kut-Ku D,,0,1,1,3,,0,2,3,1,10,,5,1,3,-1,0,
468,Gypceros Mail D,Cotte Gypceros D,Gypceros-Panzer D,Malla de Gypceros D,Cotta Gypceros D,,0,1,2,3,,0,1,3,1,28,,-4,1,4,1,0,
469,Gypceros Vest D,Tunique Gypceros D,Gypceros-Weste D,Chaleco Gypceros D,Pettorina Gypceros D,,0,1,2,3,,0,2,3,1,14,,-1,4,6,3,0,
470,Khezu Mail D,Cotte Khezu D,Khezu-Panzer D,Malla de Khezu D,Cotta Khezu D,,0,1,2,4,,0,1,3,1,30,,3,-3,4,0,0,
471,Khezu Vest D,Tunique Khezu D,Khezu-Weste D,Chaleco de Khezu D,Pettorina Khezu D,,0,1,2,4,,0,2,3,1,14,,5,-1,6,1,0,
472,Plesioth Mail D,Cotte Plesioth D,Plesioth-Panzer D,Malla de Plesioth D,Cotta Plesioth D,,0,1,2,3,,0,1,3,1,32,,-4,4,-4,2,0,
473,Plesioth Vest D,Tunique Plesioth D,Plesioth-Weste D,Chaleco Plesioth D,Pettorina Plesioth D,,0,1,2,3,,0,2,3,1,15,,-2,6,-2,3,1,
474,Basarios Mail,Cotte Basarios,Basarios-Panzer,Malla de Basarios,Cotta Basarios,,0,1,2,4,,0,1,4,1,32,,0,2,2,1,-2,
475,Basarios Vest,Tunique Basarios,Basarios-Weste,Chaleco de Basarios,Pettorina Basarios,,0,1,2,4,,0,2,4,1,16,,2,4,4,2,0,
476,Monoblos Mail,Cotte Monoblos,Monoblos-Panzer,Malla de Monoblos,Cotta Monoblos,,0,1,10,4,,0,1,4,1,36,,2,-1,-2,-1,-1,
477,Monoblos Vest,Tunique Monoblos,Monoblos-Weste,Chaleco de Monoblos,Pettorina Monoblos,,0,1,10,4,,0,2,4,1,18,,4,2,0,0,0,
478,Yian Garuga Mail,Cotte Yian Garuga,Yian Garuga-Gewand,Malla de Yian Garuga,Cotta Yian Garuga,,0,1,10,4,,0,1,4,1,36,,2,0,2,0,0,
479,Yian Garuga Vest,Tunique Yian Garuga,Yian Garuga-Weste,Chal. Yian Garuga,Pettorina YianGaruga,,0,1,10,4,,0,2,4,1,18,,3,2,3,1,0,
480,Blango Mail,Cotte Blango,Blango-Panzer,Malla de Blango,Cotta di Blango,,0,1,2,4,,0,1,4,1,36,,-4,2,0,3,1,
481,Blango Vest,Tunique Blango,Blango-Weste,Chaleco de Blango,Pettorina di Blango,,0,1,2,4,,0,2,4,1,18,,-3,4,1,5,2,
482,Ceanataur Mail,Cotte Ceanataur,Ceanataur-Panzer,Malla de Ceanataur,Cotta di Ceanataur,,0,1,2,4,,0,1,4,0,37,,1,2,-1,-1,0,
483,Ceanataur Vest,Tunique Ceanataur,Ceanataur-Weste,Chaleco de Ceanataur,Pettorina Ceanataur,,0,1,2,4,,0,2,4,1,18,,2,4,0,0,2,
484,Rathian Mail,Cotte Rathian,Rathian-Panzer,Malla de Rathian,Cotta Rathian,,0,1,1,6,,0,1,4,1,38,,2,0,-2,0,-4,
485,Rathian Vest,Tunique Rathian,Rathian-Weste,Chaleco de Rathian,Pettorina Rathian,,0,1,1,6,,0,2,4,1,18,,4,2,0,2,-2,
486,Tigrex Mail,Cotte Tigrex,Tigrex-Panzer,Malla de Tigrex,Cotta di Tigrex,,0,1,3,5,,0,1,4,1,40,,3,2,-2,3,-1,
487,Tigrex Vest,Tunique Tigrex,Tigrex-Weste,Chaleco de Tigrex,Pettorina di Tigrex,,0,1,3,5,,0,2,4,1,20,,4,3,-1,4,0,
488,Rathalos Mail,Cotte Rathalos,Rathalos-Panzer,Malla de Rathalos,Cotta Rathalos,,0,1,1,6,,0,1,4,0,40,,2,-1,2,-3,-4,
489,Rathalos Vest,Tunique Rathalos,Rathalos-Weste,Chaleco de Rathalos,Pettorina Rathalos,,0,1,1,6,,0,2,4,0,20,,4,0,5,-1,-2,
490,Diablo Mail,Cotte Diablos,Diablos-Panzer,Malla de Diablos,Cotta di Diablos,,0,1,3,5,,0,1,4,1,40,,3,-1,1,-2,0,
491,Diablo Vest,Tunique Diablos,Diablos-Weste,Chaleco de Diablos,Pettorina di Diablos,,0,1,3,5,,0,2,4,1,20,,5,2,4,-1,0,
492,Gravios Mail,Cotte Gravios,Gravios-Panzer,Malla de Gravios,Cotta Gravios,,0,1,3,5,,0,1,4,1,40,,2,-2,2,0,-2,
493,Gravios Vest,Tunique Gravios,Gravios-Weste,Chaleco de Gravios,Pettorina Gravios,,0,1,3,5,,0,2,4,1,20,,4,1,3,1,0,
494,Diablo Mail D,Cotte Diablos D,Diablos-Panzer D,Malla de Diablos D,Cotta di Diablos D,,0,1,3,5,,0,1,4,1,38,,3,-1,1,-2,0,
495,Diablo Vest D,Tunique Diablos D,Diablos-Weste D,Chaleco de Diablos D,Pettorina Diablos D,,0,1,3,5,,0,2,4,1,18,,5,2,4,-1,0,
496,Gravios Mail D,Cotte Gravios D,Gravios-Panzer D,Malla de Gravios D,Cotta Gravios D,,0,1,3,5,,0,1,4,2,38,,2,-2,2,1,0,
497,Gravios Vest D,Tunique Gravios D,Gravios-Weste D,Chaleco de Gravios D,Pettorina Gravios D,,0,1,3,5,,0,2,4,1,18,,4,1,3,2,0,
498,Moss Breastplate,Plastron Mosswine,Moss-Brustharnisch,Peto de Moss,Pettorale Moss,,0,1,1,2,,0,0,5,0,3,,0,0,0,0,0,
499,Giaprey Body,Plastron Giaprey,Giaprey-Leib,Cuerpo de Giaprey,Corpo di Giaprey,,0,1,1,2,,0,0,5,1,16,,0,2,2,3,-2,
500,Velociprey Body,Plastron Velociprey,Velociprey-Leib,Cuerpo de Velociprey,Corpo Velociprey,,0,1,1,2,,0,0,5,1,18,,1,1,1,1,1,
501,(dummy)Famitsu T-Shirt,(dummy)Famitsu T-Shirt,(dummy)Famitsu T-Shirt,(dummy)Famitsu T-Shirt,(dummy)Famitsu T-Shirt,,0,1,6,5,,0,0,5,0,20,,2,2,2,2,2,
502,Hunting Soul T-Shirt,T-s. âme chasseresse,Jägerseelen-T-Shirt,Camis. Cazador Almas,Magl. Anima Caccia,,0,1,3,5,,0,0,5,1,20,,2,2,2,2,2,
503,Bistro Jacket,Gilet Bistro,Bistro-Jacke,Chaqueta de Chef,Giacca Bistro,,0,1,1,3,,0,0,5,0,20,,2,2,2,2,2,
504,Genprey Body,Plastron Genprey,Genprey-Leib,Cuerpo de Genprey,Corpo Genprey,,0,1,1,3,,0,0,5,1,20,,1,1,2,1,1,
505,Black Belt Mail,Cot. ceinture noire,Schwarzgurt-Panzer,Malla cinturón Negro,Cotta Cintura Nera,,0,1,3,5,,0,0,5,1,20,,2,2,2,2,2,
506,Shinobi Suit (Sun),Cost. Shinobi Soleil,Shinobi-Gewand Sonne,Traje Shinobi (Sol),Abito Shinobi (Sole),,0,1,3,6,,0,0,5,1,20,,2,-6,4,-3,2,
507,Shinobi Suit (Moon),Cost. Shinobi Lune,Shinobi-Gewand Mond,Traje Shinobi (Luna),Abito Shinobi (Luna),,0,1,3,6,,0,0,5,1,20,,2,-6,4,-3,2,
508,Guild Knight Suit,Veste de la guilde,Gildenrittergewand,Traje Cab. Gremio,Abito Cav. Gilda,,0,1,2,4,,1,0,5,0,20,,0,0,0,0,0,
509,Guild Knight Vest,Tunique de la guilde,Gildenritterweste,Chaleco Cab. Gremio,Pettorina Cav. Gilda,,0,1,8,4,,1,0,5,0,20,,0,0,0,0,0,
510,Guardian Suit,Costume du gardien,Wächter-Gewand,Traje de Guardián,Abito Guardiano,,0,1,1,3,,1,0,5,1,20,,0,0,0,0,0,
511,Guardian Vest,Tunique du gardien,Wächter-Weste,Chaleco de Guardián,Pettorina Guardiano,,0,1,1,3,,1,0,5,1,20,,0,0,0,0,0,
512,Maiden's Vest,Tunique demoiselle,Magdweste,Chaleco de Doncella,Pettorina da Donna,,0,1,2,4,,2,0,5,0,20,,0,0,0,0,0,
513,Personal Vest,Tunique personnelle,Persönliche Weste,Chaleco Personal,Pettorina Personale,,0,1,8,4,,2,0,5,0,20,,0,0,0,0,0,
514,Helper Vest,Tunique aide,Helfer-Weste,Chaleco de Ayudante,Pettorina Aiutante,,0,1,1,3,,2,0,5,1,20,,0,0,0,0,0,
515,Healer Vest,Tunique guérisseuse,Heiler-Weste,Chaleco de Sanador,Pettorina Guaritr.,,0,1,1,3,,2,0,5,1,20,,0,0,0,0,0,
516,Ioprey Body,Plastron Ioprey,Ioprey-Leib,Cuerpo de Ioprey,Corpo Ioprey,,0,1,1,3,,0,0,5,1,22,,2,1,1,1,1,
517,Remobra Suit,Costume Remobra,Remobra-Gewand,Traje de Remobra,Abito di Remobra,,0,1,2,4,,0,0,5,0,24,,0,-1,-1,-1,-1,
518,MelahoaFlowerJacket,Gilet Fleur Melahoa,Melahoa-Blumenmantel,Chaq. Flores Melahoa,Giacca fiore Melahoa,,0,1,1,2,,0,1,5,1,20,,0,1,1,0,0,
519,Melahoa Stalk,Tige Melahoa,Melahoa-Stengel,Esqueje Melahoa,Stelo Melahoa,,0,1,1,2,,0,2,5,1,10,,0,2,1,0,0,
520,Makluva Cover,Poncho Makluva,Makluva-Hülle,Poncho de Makluva,Copertura Makluva,,0,1,1,2,,0,1,5,0,28,,0,2,-2,0,0,
521,Makluva Scale,Écaille Makluva,Makluva-Schuppe,Escama Makluva,Squama Makluva,,0,1,1,2,,0,2,5,0,16,,0,3,-1,0,0,
522,Hypno Mail,Cotte Hypno,Hypno-Panzer,Malla Hypno,Cotta Hypno,,0,1,7,10,,0,1,5,1,32,,-2,2,0,1,1,
523,Hypno Vest,Tunique Hypno,Hypno-Weste,Chal. Hypno,Pettorina Hypno,,0,1,7,10,,0,2,5,1,16,,0,4,2,3,2,
524,Obituary Petto,Petto nécrologie,Todes-Petto,Peto de Obituario,Petto Necrologio,,0,1,1,4,,1,1,5,1,32,,3,-5,3,-4,2,
525,Obituary Pectus,Pectus nécrologie,Todes-Pectus,Pecho de Obituario,Pectus Necrologio,,0,1,1,4,,1,2,5,1,16,,4,-4,5,-3,2,
526,Butterfly Petto,Petto papillon,Schmetterling-Petto,Peto de Mariposa,Petto Farfalla,,0,1,1,4,,2,1,5,1,32,,3,-5,3,-4,2,
527,Butterfly Pectus,Pectus papillon,Schmetterling-Pectus,Pecho de Mariposa,Pectus Farfalla,,0,1,1,4,,2,2,5,1,16,,4,-4,5,-3,2,
528,Black Hide,Cuir noir,Schwarze Lederhaut,Piel Negra,Cuoio Nero,,0,1,10,5,,0,1,5,2,36,,0,2,2,2,-5,
529,Black Skin,Peau noire,Schwarze Haut,Pellejo Negro,Pelle Nera,,0,1,10,5,,0,2,5,2,18,,2,4,4,3,-2,
530,Death Stench Muscle,Muscle odeur de mort,Todesgestank-Muskel,Músculo Hedor Muerte,Muscolo Puzza Morte,,0,1,3,4,,0,1,5,1,40,,2,1,1,-1,0,
531,Death Stench Heart,Cœur odeur de mort,Todesgestank-Herz,Cora. Hedor Muerte,Cuore Puzza di Morte,,0,1,3,4,,0,2,5,1,20,,3,2,2,0,1,
532,Lava Mail,Cotte Lava,Lava-Panzer,Malla Lava,Cotta Lava,,0,1,7,10,,0,1,5,0,40,,4,-3,0,0,1,
533,Lava Vest,Tunique Lava,Lava-Weste,Chal. Lava,Pettorina Lava,,0,1,7,10,,0,2,5,0,20,,5,-1,2,2,2,
534,Mizuha Guards,Gardes Mizuha,Mizuha-Schutz,Guardbr. Mizuha,Protezioni Mizuha,,0,1,3,5,,0,1,5,0,40,,-4,3,0,4,-1,
535,Extravagant Camise,Camise extravagance,Extravaganter Schutz,Camisa Extravagante,Tunica Stravagante,,0,1,3,5,,0,2,5,0,20,,-3,4,1,5,0,
536,Kushala Cista,Cista Kushala,Kushala-Cista,Cista Kushala,Cista di Kushala,,0,1,3,4,,0,1,5,0,42,,0,2,-2,4,-3,
537,Kushala Vise,Étau Kushala,Kushala-Vise,Torso Kushala,Morso di Kushala,,0,1,3,4,,0,2,5,0,21,,2,3,-2,5,-2,
538,Kirin Jacket,Gilet Kirin,Kirin-Jacke,Chaqueta de Kirin,Giacca Kirin,,0,1,3,5,,0,1,5,1,44,,0,2,4,0,-1,
539,Kirin Cape,Cape Kirin,Kirin-Cape,Capa de Kirin,Cappa Kirin,,0,1,3,5,,0,2,5,1,22,,1,4,6,1,0,
540,GuardianSpritRaiment,Vêtement esprit Gar.,Wächterseelen-Gewand,Vestim. Espír. Guar.,Veste Spir. Guard.,,0,1,3,4,,0,1,5,1,44,,2,2,0,-2,-2,
541,Carnage Raiment,Vêtement carnage,Gemetzelgewand,Vestimenta Matanza,Veste Strage,,0,1,3,4,,0,2,5,1,22,,3,4,2,-1,-1,
542,Auroros Torso,Plastron Auroros,Auroros-Torso,Torso de Auroros,Corazza Auroros,,0,1,2,6,,1,1,5,1,44,,-2,2,0,2,-4,
543,Genesis Torso,Plastron Genesis,Genesis-Torso,Torso Génesis,Corazza Genesis,,0,1,2,6,,1,2,5,1,22,,1,3,2,3,-2,
544,Borealis Chest,Bustier Borealis,Borealis-Harnisch,Pechera Boreal,Petto Borealis,,0,1,2,6,,2,1,5,1,44,,-2,2,0,2,-4,
545,Glyph Chest,Bustier Glyphe,Glyph-Harnisch,Pechera de Glyph,Petto Glifo,,0,1,2,6,,2,2,5,1,22,,1,3,2,3,-2,
546,Empress Mail,Cotte Impératrice,Kaiserin-Panzer,Malla de Emperatriz,Cotta Imperatrice,,0,1,10,5,,0,1,5,1,46,,5,-1,0,0,-2,
547,Empress Vest,Tunique Impératrice,Kaiserin-Weste,Chaleco Emperatriz,Pettorina Imperatr.,,0,1,10,5,,0,2,5,1,23,,6,1,2,0,-1,
548,Indra Vest,Tunique Indra,Indra-Weste,Chaleco de Indra,Pettorina Indra,,0,1,3,6,,0,1,5,1,48,,-2,3,2,2,-2,
549,Steadfast Vest,Tunique inébranlable,Standfeste Weste,Chaleco Firme,Pettorina Solida,,0,1,3,6,,0,2,5,1,24,,0,5,3,3,-1,
550,Kaiser Mail,Cotte Kaiser,Kaiser-Panzer,Malla de Kaiser,Cotta del Kaiser,,0,1,3,6,,0,1,5,0,48,,5,-1,0,0,-2,
551,Kaiser Vest,Tunique Kaiser,Kaiser-Weste,Chaleco de Kaiser,Pettorina del Kaiser,,0,1,3,6,,0,2,5,0,24,,6,1,2,0,-1,
552,(dummy)Red Lobster Mail,(dummy)Red Lobster Mail,(dummy)Red Lobster Mail,(dummy)Red Lobster Mail,(dummy)Red Lobster Mail,,0,1,6,4,,0,1,5,1,32,,3,0,-2,1,0,
553,(dummy)Red Lobster Vest,(dummy)Red Lobster Vest,(dummy)Red Lobster Vest,(dummy)Red Lobster Vest,(dummy)Red Lobster Vest,,0,1,6,4,,0,2,5,1,15,,3,0,0,1,1,
554,Monodevil Mail,Cotte Monodevil,Monodevil-Panzer,Malla de Monodevil,Cotta Monodevil,,0,1,10,4,,0,1,5,1,34,,2,-1,-2,-1,-1,
555,Monodevil Vest,Tunique Monodevil,Monodevil-Weste,Chaleco de Monodevil,Pettorina Monodevil,,0,1,10,4,,0,2,5,1,16,,4,2,0,0,0,
556,Rathian Heart Mail,Cotte cœur Rathian,Rathianherz-Panzer,Malla Coraz. Rathian,Cotta Cuore Rathian,,0,1,3,6,,0,1,5,1,36,,2,0,-2,0,-4,
